Max     Min     Ave     Med     Err
63	0	31	31	1
127	64	95	95	2
191	128	159	159	0
255	192	223	223	0
254	7	121	111	0
253	10	141	148	0
0	0	0	0	64
255	255	255	255	64
127	127	127	127	1
128	128	128	128	1
249	1	120	122	28
253	15	133	141	26
255	129	192	192	1
254	128	191	191	1
254	191	222	222	2


